endpoint,baseline_pval,loo_pval_min,loo_pval_max,delta_pval_max,n_loo_runs
doku_anomalisi_any,0.09603389929848109,0.03922527642144215,0.15020627568637365,0.05417237638789256,34
caries_any,0.08309492786795936,0.03710623508794272,0.15195363831662648,0.06885871044866712,34
