Metric,N,Pct
Infraocclusion_Overall,1,2.941176470588235
Angle_Class_1_Eligible,27,81.81818181818183
Angle_Class_2_Eligible,1,3.0303030303030303
Angle_Class_3_Eligible,5,15.151515151515152
